32
2247.623872000, 1.692195000
1918.328404000, 2.195202000
286.926391000, 5.866574000
66.949131000, 7.388570000
10.477116000, 9.949216000
5.925424000, 172.666499000
1.619810000, 956.156374000
0.275906000, 2290.143633000
0.163058000, 5024.257736000
2.088370000, 7867.959496000
5.352550000, 9788.516237000
33.979572000, 9987.942122000
79.178939000, 9996.604937000
1815.942878000, 9998.163313000
3914.698764000, 9999.065278000
9299.913264000, 9999.796822000
9970.482619000, 9997.611713000
9980.028992000, 9933.753353000
9993.544035000, 9611.940182000
9996.655848000, 9501.089198000
9999.526533000, 9274.393332000
9999.608497000, 7667.823309000
9999.573491000, 3943.569961000
9999.433084000, 1494.034455000
9997.501674000, 82.405802000
9994.322965000, 23.981860000
9935.338968000, 5.642089000
9475.673904000, 2.018159000
8483.068044000, 0.359558000
7032.927975000, 0.080113000
5811.336488000, 0.005253000
3052.342994000, 0.771929000
0.031802750
