35
0.086383000, 1065.971249000
0.372948000, 644.497258000
2.251462000, 234.836435000
6.647350000, 21.171010000
38.933507000, 9.416538000
54.975091000, 4.686168000
126.392774000, 3.728726000
484.477331000, 0.517347000
1040.846889000, 0.142255000
5886.199868000, 0.025483000
7921.457961000, 0.097428000
9198.657650000, 0.444990000
9412.416305000, 0.994908000
9986.603716000, 4.153571000
9992.340348000, 15.256770000
9999.059241000, 653.890896000
9999.558897000, 1641.830648000
9999.707445000, 2068.777694000
9999.766457000, 7939.026907000
9999.669254000, 9067.371804000
9999.062082000, 9830.615532000
9998.447890000, 9973.809254000
9976.468960000, 9989.238586000
9635.627654000, 9996.515306000
9400.668357000, 9999.511173000
8581.955284000, 9999.779569000
5319.723442000, 9999.979595000
294.934787000, 9999.960341000
158.997070000, 9997.022975000
32.576340000, 9991.446294000
8.730430000, 9971.752557000
3.307273000, 9911.198208000
1.706327000, 9592.433135000
0.607573000, 8531.073616000
0.189006000, 7278.071998000
0.086568026
