33
0.024454000, 4831.961456000
9999.954950000, 6215.675495000
9979.997640000, 3.160357000
9.372620000, 4.930002000
0.209368000, 178.719005000
2.830480000, 29.443303000
2.042039000, 56.444398000
8.183149000, 5.936499000
350.065846000, 0.015035000
9544.814498000, 0.114703000
3624.024512000, 0.023913000
9920.309144000, 1.331582000
9998.939658000, 81.153582000
9990.797490000, 24.282759000
9984.464662000, 6.808809000
9999.919664000, 2076.166042000
9999.591414000, 738.399301000
5.972626000, 9998.073101000
9994.540035000, 9994.221353000
9999.939515000, 9734.323682000
9999.759575000, 9827.834189000
9997.187191000, 9948.522024000
9674.887593000, 9999.961206000
9949.192056000, 9999.635642000
756.359634000, 9999.875854000
4049.709093000, 9999.990007000
39.129653000, 9999.495288000
152.870635000, 9999.718578000
0.224801000, 9373.124687000
0.920468000, 9952.076411000
1.429785000, 9963.839840000
0.040352000, 8718.305502000
0.066313000, 8956.441221000
0.081527913
