20
151.632473000, 999.272229000
45.706791000, 964.192610000
28.359138000, 955.094445000
2.023537000, 871.119623000
0.624118000, 662.547999000
1.472806000, 63.368833000
43.271647000, 15.388082000
198.640764000, 4.512816000
826.424802000, 0.689287000
907.965219000, 3.723525000
951.546168000, 8.665479000
956.932800000, 12.043112000
985.054165000, 48.417470000
995.811419000, 344.538964000
999.513789000, 502.084637000
999.782761000, 548.856574000
998.583471000, 727.483807000
998.323559000, 737.440236000
982.091049000, 830.496464000
947.324016000, 998.257477000
0.003552363
