30
0.001000000, 11.815208000
0.022229000, 3.166313000
0.058282000, 0.345779000
0.811440000, 0.123436000
1.088860000, 0.099668000
4.155352000, 0.009581000
26.510251000, 0.006702000
50.017834000, 0.005422000
92.704386000, 0.004208000
97.391823000, 0.071038000
99.035215000, 0.186874000
99.723345000, 0.670474000
99.862835000, 3.303120000
99.967683000, 11.255430000
99.993620000, 20.488890000
99.994621000, 29.130123000
99.974284000, 88.860898000
99.891156000, 98.841871000
99.578021000, 99.634142000
99.295522000, 99.825683000
97.500164000, 99.993215000
63.638431000, 99.999407000
16.079189000, 99.995587000
3.803280000, 99.949733000
0.731322000, 99.766366000
0.303392000, 99.712069000
0.041651000, 98.421878000
0.011301000, 88.301561000
0.005394000, 64.005758000
0.001477000, 46.160267000
0.019040614
