23
0.009479000, 85.937637000
99.969194000, 66.081887000
0.460982000, 0.423955000
0.017218000, 6.898993000
0.346565000, 1.055081000
99.646026000, 1.104651000
95.172322000, 0.008925000
6.242221000, 0.087897000
18.708421000, 0.034533000
25.796166000, 0.029639000
98.091190000, 0.321595000
97.535200000, 0.201881000
99.928946000, 6.714505000
99.949878000, 11.009992000
99.656905000, 99.964313000
99.940917000, 78.335627000
2.540478000, 99.967709000
48.631366000, 99.991746000
94.868939000, 99.981115000
21.105573000, 99.983742000
0.266094000, 97.773844000
1.957693000, 99.750831000
0.075550000, 95.755971000
0.001523597
